incident_id,camera_id,timestamp,track_id,status,threat_score,threat_level,person_name,face_recognized,face_confidence,rule7_identity_status,smart_alert_confirmed,zone_name,explainable_reason,evidence_count,evidence_id,evidence_path,phash,std_global,has_red_bbox,has_skin,skin_ratio,image_classification_hint,final_classification,notes
INC-HUMA-F928CE76,BORDER-CAM-07,2026-09-02 15:48:26.005022,TRK#1008,active,85,critical,UNKNOWN,0,0.0,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#1008 (person) passed all validation gates. C,0,,,,,,,,NO_EVIDENCE,NO_EVIDENCE,
INC-HUMA-721F790E,BORDER-CAM-07,2026-09-02 15:48:26.039793,TRK#1181,active,85,critical,UNKNOWN,0,0.0,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#1181 (person) passed all validation gates. C,0,,,,,,,,NO_EVIDENCE,NO_EVIDENCE,
INC-HUMA-1673E51F,BORDER-CAM-07,2026-09-02 15:58:13.942514,TRK#1360,active,85,critical,UNKNOWN,0,0.0,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#1360 (person) passed all validation gates. C,0,,,,,,,,NO_EVIDENCE,NO_EVIDENCE,
INC-HUMA-2A8858F9,BORDER-CAM-07,2026-09-02 15:59:34.523327,TRK#1360,active,85,critical,UNKNOWN,0,0.0,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#1360 (person) passed all validation gates. C,0,,,,,,,,NO_EVIDENCE,NO_EVIDENCE,
INC-HUMA-184090BB,BORDER-CAM-07,2026-09-02 16:00:55.873589,TRK#1360,active,85,critical,UNKNOWN,0,0.0,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#1360 (person) passed all validation gates. C,0,,,,,,,,NO_EVIDENCE,NO_EVIDENCE,
INC-HUMA-E8EA4563,BORDER-CAM-07,2026-09-02 16:04:49.702308,TRK#1722,active,85,critical,UNKNOWN,0,0.0,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#1722 (person) passed all validation gates. C,0,,,,,,,,NO_EVIDENCE,NO_EVIDENCE,
INC-HUMA-C8B03BEF,BORDER-CAM-07,2026-09-02 16:14:28.494137,TRK#2067,active,85,critical,UNKNOWN,0,0.0,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#2067 (person) passed all validation gates. C,0,,,,,,,,NO_EVIDENCE,NO_EVIDENCE,
INC-HUMA-1159D555,BORDER-CAM-07,2026-09-02 16:20:53.920301,TRK#2944,active,85,critical,UNKNOWN,0,0.0,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#2944 (person) passed all validation gates. C,0,,,,,,,,NO_EVIDENCE,NO_EVIDENCE,
INC-HUMA-0CA72267,BORDER-CAM-07,2026-09-02 16:22:54.974724,TRK#3011,active,85,critical,UNKNOWN,0,0.0,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#3011 (person) passed all validation gates. C,0,,,,,,,,NO_EVIDENCE,NO_EVIDENCE,
INC-HUMA-E023A5AE,BORDER-CAM-07,2026-09-02 16:27:20.203212,TRK#3389,active,85,critical,UNKNOWN,0,0.0,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#3389 (person) passed all validation gates. C,0,,,,,,,,NO_EVIDENCE,NO_EVIDENCE,
INC-HUMA-103C31FD,BORDER-CAM-07,2026-09-02 16:33:18.924178,TRK#4696,active,85,critical,UNKNOWN,0,0.0,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#4696 (person) passed all validation gates. C,0,,,,,,,,NO_EVIDENCE,NO_EVIDENCE,
INC-HUMA-7A4918BE,BORDER-CAM-07,2026-09-02 16:34:27.557692,TRK#4696,active,85,critical,UNKNOWN,0,0.0,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#4696 (person) passed all validation gates. C,0,,,,,,,,NO_EVIDENCE,NO_EVIDENCE,
INC-HUMA-00D8ED54,BORDER-CAM-07,2026-09-02 16:40:30.265593,TRK#5162,active,85,critical,UNKNOWN,0,0.0,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#5162 (person) passed all validation gates. C,0,,,,,,,,NO_EVIDENCE,NO_EVIDENCE,
INC-HUMA-86BC1486,BORDER-CAM-07,2026-09-02 16:46:55.414679,TRK#5843,active,85,critical,UNKNOWN,0,0.0,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#5843 (person) passed all validation gates. C,0,,,,,,,,NO_EVIDENCE,NO_EVIDENCE,
INC-HUMA-397D7A5A,BORDER-CAM-07,2026-09-02 16:50:23.215843,TRK#6349,active,85,critical,UNKNOWN,0,0.0,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#6349 (person) passed all validation gates. C,0,,,,,,,,NO_EVIDENCE,NO_EVIDENCE,
INC-HUMA-A05E805C,BORDER-CAM-07,2026-09-02 16:51:57.859217,TRK#6349,active,85,critical,UNKNOWN,0,0.0,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#6349 (person) passed all validation gates. C,0,,,,,,,,NO_EVIDENCE,NO_EVIDENCE,
INC-HUMA-FF6FEAD0,BORDER-CAM-07,2026-09-02 16:56:31.891949,TRK#6349,active,85,critical,UNKNOWN,0,0.0,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#6349 (person) passed all validation gates. C,0,,,,,,,,NO_EVIDENCE,NO_EVIDENCE,
INC-HUMA-D9C76560,BORDER-CAM-07,2026-09-02 17:00:57.208570,TRK#6349,active,85,critical,UNKNOWN,0,0.0,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#6349 (person) passed all validation gates. C,0,,,,,,,,NO_EVIDENCE,NO_EVIDENCE,
INC-HUMA-9CA38010,BORDER-CAM-07,2026-09-02 17:06:37.221134,TRK#6349,active,85,critical,UNKNOWN,0,0.0,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#6349 (person) passed all validation gates. C,0,,,,,,,,NO_EVIDENCE,NO_EVIDENCE,
INC-HUMA-323DE1BB,BORDER-CAM-07,2026-09-02 17:42:14.020330,TRK#34,active,85,critical,UNKNOWN,0,0.0,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#34 (person) passed all validation gates. Con,0,,,,,,,,NO_EVIDENCE,NO_EVIDENCE,
INC-HUMA-3B1CF8E5,BORDER-CAM-07,2026-09-02 17:48:16.796317,TRK#34,active,85,critical,UNKNOWN,0,0.0,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#34 (person) passed all validation gates. Con,0,,,,,,,,NO_EVIDENCE,NO_EVIDENCE,
INC-HUMA-2F8A0587,BORDER-CAM-07,2026-09-02 17:55:41.889238,TRK#400,active,85,critical,UNKNOWN,0,0.0,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#400 (person) passed all validation gates. Co,1,65b00d4d-bb46-454c-98b0-dcd9cb7864cd,E:\IBVAP\backend\storage\evidence\webcam_evidence_86c1bc0b.jpg,7f7f570707663706,94.74,True,True,0.0252,GENUINE,GENUINE,
INC-HUMA-4F7A3949,BORDER-CAM-07,2026-09-02 17:55:44.042739,TRK#1,active,85,critical,UNKNOWN,0,0.0,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#1 (person) passed all validation gates. Conf,1,7d19bb41-7054-43e7-96db-73b6ac3c5184,E:\IBVAP\backend\storage\evidence\webcam_evidence_d5f666a9.jpg,7f77470f262e261a,91.76,True,True,0.0379,GENUINE,GENUINE,
INC-HUMA-3334F27B,BORDER-CAM-07,2026-09-02 17:59:56.579654,TRK#1,active,85,critical,UNKNOWN,0,0.0,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#1 (person) passed all validation gates. Conf,0,,,,,,,,NO_EVIDENCE,NO_EVIDENCE,
INC-HUMA-486D4954,BORDER-CAM-07,2026-09-02 18:20:55.907243,TRK#49,active,85,critical,UNKNOWN,0,0.0,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#49 (person) passed all validation gates. Con,1,1a44c8b1-30ea-4f4e-927e-f6d82ef32879,E:\IBVAP\backend\storage\evidence\webcam_evidence_24123685.jpg,772d918193e10d0e,84.49,True,True,0.1649,GENUINE,GENUINE,
INC-HUMA-FE9229D2,BORDER-CAM-07,2026-09-02 18:21:50.244173,TRK#190,active,85,critical,UNKNOWN,0,0.0,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#190 (person) passed all validation gates. Co,1,a50289bb-6524-48d7-89e3-c56ad8393de7,E:\IBVAP\backend\storage\evidence\webcam_evidence_5cd4c1eb.jpg,7f6f838787174f0f,89.24,True,True,0.0637,GENUINE,GENUINE,
INC-HUMA-8B4EEBC2,BORDER-CAM-07,2026-09-02 18:21:52.579048,TRK#2,active,85,critical,UNKNOWN,0,0.0,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#2 (person) passed all validation gates. Conf,1,ed6d0cf0-5ba9-486b-8c9d-deb161083e1f,E:\IBVAP\backend\storage\evidence\webcam_evidence_debbce45.jpg,7f0f93878717473f,89.31,True,True,0.0573,GENUINE,GENUINE,
INC-HUMA-EEF119D7,BORDER-CAM-07,2026-09-02 18:21:58.866564,TRK#191,active,85,critical,UNKNOWN,0,0.0,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#191 (person) passed all validation gates. Co,1,87aa95ba-2299-4dd2-a199-5b4c50155539,E:\IBVAP\backend\storage\evidence\webcam_evidence_43ff3a64.jpg,7f0f83878767570f,90.12,True,True,0.0479,GENUINE,GENUINE,
INC-HUMA-922F14CA,BORDER-CAM-07,2026-09-02 18:22:37.696220,TRK#49,active,85,critical,UNKNOWN,0,0.0,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#49 (person) passed all validation gates. Con,1,c08d6d3e-2fa9-4046-b20f-b1ba77607032,E:\IBVAP\backend\storage\evidence\webcam_evidence_8490f61f.jpg,0f6723010b0f3d3f,95.51,True,True,0.0651,GENUINE,GENUINE,
INC-HUMA-C749C2D9,BORDER-CAM-07,2026-09-02 18:44:21.107823,TRK#5,active,81,critical,UNKNOWN,0,0.1774,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#5 (person) passed all validation gates. Conf,1,768977d7-0a78-4f37-a9f5-e869358743b3,E:\IBVAP\backend\storage\evidence\webcam_evidence_0c23df5f.jpg,5f3797879717171f,89.42,True,True,0.0514,GENUINE,GENUINE,
INC-HUMA-2A366027,BORDER-CAM-07,2026-09-02 18:44:31.239160,TRK#25,active,84,critical,UNKNOWN,0,0.1523,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#25 (person) passed all validation gates. Con,1,3040787a-81c5-4bf4-a499-a6381972003d,E:\IBVAP\backend\storage\evidence\webcam_evidence_12fb876c.jpg,5f2f879f8f070f3f,88.81,True,True,0.0609,GENUINE,GENUINE,
INC-HUMA-55F1594A,BORDER-CAM-07,2026-09-02 18:44:34.521651,TRK#3,active,76,high,UNKNOWN,0,0.1894,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#3 (person) passed all validation gates. Conf,1,030527c1-f756-41fa-b8d3-221a45d605f8,E:\IBVAP\backend\storage\evidence\webcam_evidence_78022612.jpg,4f6f83878f2f3f37,86.58,True,True,0.0593,GENUINE,GENUINE,
INC-HUMA-49D973AD,BORDER-CAM-07,2026-09-02 18:46:43.627070,TRK#3,active,85,critical,UNKNOWN,0,0.2176,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#3 (person) passed all validation gates. Conf,1,93956f32-2888-4f64-8118-43c42015b220,E:\IBVAP\backend\storage\evidence\webcam_evidence_016b252d.jpg,5f13c38787971717,91.13,True,True,0.049,GENUINE,GENUINE,
INC-HUMA-2AC85977,BORDER-CAM-07,2026-09-02 18:46:58.018708,TRK#2,active,78,high,UNKNOWN,0,0.2958,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#2 (person) passed all validation gates. Conf,1,3dcb6d86-1572-4a65-9d20-a2d23bf69c1c,E:\IBVAP\backend\storage\evidence\webcam_evidence_30526114.jpg,5f13c38797870717,91.66,True,True,0.0625,GENUINE,GENUINE,
INC-HUMA-08FC5284,BORDER-CAM-07,2026-09-02 18:47:03.831833,TRK#39,active,85,critical,UNKNOWN,0,0.2425,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#39 (person) passed all validation gates. Con,1,4401189e-3cc3-47c1-8f75-c3ce5036eb99,E:\IBVAP\backend\storage\evidence\webcam_evidence_a104ef46.jpg,7f13c3878797173f,91.44,True,True,0.0477,GENUINE,GENUINE,
INC-HUMA-11839B87,BORDER-CAM-07,2026-09-03 11:04:40.403261,TRK#102,active,85,critical,UNKNOWN,0,0.3197,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#102 (person) passed all validation gates. Co,1,910b5009-7cc8-481f-a074-d7bbe170233d,E:\IBVAP\backend\storage\evidence\webcam_evidence_bd7f7369.jpg,f0e4e4f4e4e6f0f8,55.18,True,True,0.0698,GENUINE,GENUINE,
INC-HUMA-E79EBD32,BORDER-CAM-07,2026-09-03 11:43:27.284544,TRK#70,active,76,high,UNKNOWN,0,0.0292,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#70 (person) passed all validation gates. Con,1,609edd62-1ec7-41cd-8f8f-f45efb7a1780,E:\IBVAP\backend\storage\evidence\webcam_evidence_ed4b7824.jpg,fefe7efef6b20000,74.58,True,True,0.08,GENUINE,GENUINE,
INC-HUMA-577261C0,BORDER-CAM-07,2026-09-03 11:44:09.340370,TRK#102,active,79,high,UNKNOWN,0,0.3296,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#102 (person) passed all validation gates. Co,1,4775d98e-237e-4eaf-9c6a-df46dfb5c5bb,E:\IBVAP\backend\storage\evidence\webcam_evidence_0f78920e.jpg,fedef6f6e6e2c060,89.29,True,True,0.0428,GENUINE,GENUINE,
INC-HUMA-77981E51,SECTOR-B-CAM-03,2026-09-03 13:04:01.491650,TRK#157,active,85,critical,UNKNOWN,0,0.1356,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#157 (person) passed all validation gates. Co,0,,,,,,,,NO_EVIDENCE,NO_EVIDENCE,
INC-HUMA-F9B512E0,SECTOR-B-CAM-03,2026-09-03 13:04:01.527002,TRK#158,active,85,critical,UNKNOWN,0,0.1164,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#158 (person) passed all validation gates. Co,0,,,,,,,,NO_EVIDENCE,NO_EVIDENCE,
INC-HUMA-8A73F32D,BORDER-CAM-07,2026-09-03 15:32:32.596893,TRK#313,active,83,critical,UNKNOWN,0,0.1317,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#313 (person) passed all validation gates. Co,1,fe41c864-fb79-4a33-a5c0-8d4805a2c976,E:\IBVAP\backend\storage\evidence\webcam_evidence_fdf1ae54.jpg,ffffff1fe7e60000,49.72,True,False,0.0064,GENUINE,GENUINE,
INC-HUMA-3D125C0A,BORDER-CAM-07,2026-09-03 15:34:22.275680,TRK#314,active,85,critical,UNKNOWN,0,0.2931,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#314 (person) passed all validation gates. Co,1,842458c0-6d5e-4451-8fb9-4601e4c040ec,E:\IBVAP\backend\storage\evidence\webcam_evidence_ef12f375.jpg,ffffffe7e7c30200,65.12,True,False,0.0069,GENUINE,GENUINE,
INC-HUMA-B5528BAE,BORDER-CAM-07,2026-09-03 16:10:55.345137,TRK#9,active,85,critical,UNKNOWN,0,0.1818,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#9 (person) passed all validation gates. Conf,1,2f4cc85f-ff9c-4b1b-bc21-50ba23745a6f,E:\IBVAP\backend\storage\evidence\webcam_evidence_1a21c921.jpg,0c0c0c2c0e141414,98.36,True,True,0.033,GENUINE,GENUINE,
INC-HUMA-95661E0B,BORDER-CAM-07,2026-09-03 16:11:05.247580,TRK#21,active,85,critical,UNKNOWN,0,0.1285,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#21 (person) passed all validation gates. Con,1,6cb10050-89cd-427b-b507-18c3ef6423b0,E:\IBVAP\backend\storage\evidence\webcam_evidence_67dcd3e8.jpg,0c0c2c0c04363e14,95.56,True,True,0.0281,GENUINE,GENUINE,
INC-HUMA-A65BB4AF,BORDER-CAM-07,2026-09-03 16:11:24.601879,TRK#49,active,85,critical,UNKNOWN,0,0.0924,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#49 (person) passed all validation gates. Con,1,4cc8c524-e812-44f7-bfcf-336aa78729e9,E:\IBVAP\backend\storage\evidence\webcam_evidence_0953609f.jpg,0c0c0c0e06161e04,96.62,True,True,0.0275,GENUINE,GENUINE,
INC-HUMA-01B91028,BORDER-CAM-07,2026-09-03 16:11:54.951747,TRK#68,active,79,high,UNKNOWN,0,0.3533,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#68 (person) passed all validation gates. Con,1,e97af8b6-56e7-4f1e-bec3-96677cc1191e,E:\IBVAP\backend\storage\evidence\webcam_evidence_e0772502.jpg,0c8c0c1c14341414,96.62,True,True,0.0264,GENUINE,GENUINE,
INC-HUMA-BB11174F,BORDER-CAM-07,2026-09-03 16:11:57.707103,TRK#66,active,85,critical,UNKNOWN,0,0.0175,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#66 (person) passed all validation gates. Con,1,986e775e-14c4-41e6-b657-4b5a8d7e93ae,E:\IBVAP\backend\storage\evidence\webcam_evidence_4b9ac01b.jpg,0c0c0c1c1e141014,96.04,True,True,0.0267,GENUINE,GENUINE,
INC-HUMA-F5505293,BORDER-CAM-07,2026-09-03 16:12:13.548066,TRK#83,active,80,critical,UNKNOWN,0,0.0872,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#83 (person) passed all validation gates. Con,1,7ea2039c-d3b7-4a12-89a0-c50fc728a347,E:\IBVAP\backend\storage\evidence\webcam_evidence_783e7da8.jpg,0c0c0c0c06161e14,95.76,True,True,0.0291,GENUINE,GENUINE,
INC-HUMA-E210542B,BORDER-CAM-07,2026-09-03 16:17:00.499233,TRK#68,active,85,critical,UNKNOWN,0,0.2608,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#68 (person) passed all validation gates. Con,1,e852bea4-880a-4f9e-a61f-983d064abc24,E:\IBVAP\backend\storage\evidence\webcam_evidence_c1af47a3.jpg,dff7f7f7f762e200,53.78,True,True,0.1453,GENUINE,GENUINE,
INC-HUMA-2857DC4F,BORDER-CAM-07,2026-09-03 16:18:00.586153,TRK#68,active,85,critical,UNKNOWN,0,0.2475,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#68 (person) passed all validation gates. Con,1,8e0236cc-4b61-42fd-b752-72969633ca5c,E:\IBVAP\backend\storage\evidence\webcam_evidence_03fab7be.jpg,ffffecece8edc502,78.62,True,True,0.0199,GENUINE,GENUINE,
INC-HUMA-AF60CFB3,BORDER-CAM-07,2026-09-03 16:18:56.362187,TRK#160,active,85,critical,UNKNOWN,0,0.0922,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#160 (person) passed all validation gates. Co,1,cbb1f1b6-d818-47d3-ad8d-bd4ede8f6c56,E:\IBVAP\backend\storage\evidence\webcam_evidence_9bc5399d.jpg,ffdfe7e7d7c7c302,74.06,True,True,0.0144,GENUINE,GENUINE,
INC-HUMA-F9E47F7C,SECTOR-B-CAM-03,2026-09-03 16:40:06.242846,TRK#202,active,85,critical,UNKNOWN,0,0.1308,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#202 (person) passed all validation gates. Co,0,,,,,,,,NO_EVIDENCE,NO_EVIDENCE,
INC-HUMA-FEBC4103,SECTOR-B-CAM-03,2026-09-03 16:40:41.095907,TRK#298,active,85,critical,UNKNOWN,0,0.2195,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#298 (person) passed all validation gates. Co,0,,,,,,,,NO_EVIDENCE,NO_EVIDENCE,
INC-HUMA-14D1E561,SECTOR-B-CAM-03,2026-09-03 16:41:05.233034,TRK#480,active,85,critical,UNKNOWN,0,0.1739,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#480 (person) passed all validation gates. Co,0,,,,,,,,NO_EVIDENCE,NO_EVIDENCE,
INC-HUMA-FF754AA6,SECTOR-B-CAM-03,2026-09-03 16:44:51.578943,TRK#480,active,85,critical,UNKNOWN,0,0.2711,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#480 (person) passed all validation gates. Co,0,,,,,,,,NO_EVIDENCE,NO_EVIDENCE,
INC-HUMA-D9E2DD6C,SECTOR-B-CAM-03,2026-09-03 16:45:18.150908,TRK#593,active,85,critical,UNKNOWN,0,0.1212,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#593 (person) passed all validation gates. Co,0,,,,,,,,NO_EVIDENCE,NO_EVIDENCE,
INC-HUMA-F0552AEB,SECTOR-B-CAM-03,2026-09-03 16:46:13.757438,TRK#760,active,85,critical,UNKNOWN,0,0.1999,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#760 (person) passed all validation gates. Co,0,,,,,,,,NO_EVIDENCE,NO_EVIDENCE,
INC-HUMA-3A0C5C93,SECTOR-B-CAM-03,2026-09-03 16:46:32.556617,TRK#823,active,85,critical,UNKNOWN,0,0.2632,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#823 (person) passed all validation gates. Co,0,,,,,,,,NO_EVIDENCE,NO_EVIDENCE,
INC-HUMA-60F97054,SECTOR-B-CAM-03,2026-09-03 16:54:29.491344,TRK#855,active,85,critical,UNKNOWN,0,0.279,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#855 (person) passed all validation gates. Co,0,,,,,,,,NO_EVIDENCE,NO_EVIDENCE,
INC-HUMA-13B8F989,SECTOR-B-CAM-03,2026-09-03 16:54:48.641476,TRK#923,active,84,critical,UNKNOWN,0,0.1389,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#923 (person) passed all validation gates. Co,0,,,,,,,,NO_EVIDENCE,NO_EVIDENCE,
INC-HUMA-5E94DC06,SECTOR-B-CAM-03,2026-09-03 16:54:59.851641,TRK#933,active,85,critical,UNKNOWN,0,0.1826,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#933 (person) passed all validation gates. Co,0,,,,,,,,NO_EVIDENCE,NO_EVIDENCE,
INC-HUMA-6D63F0E0,SOUTH-TRENCH-10,2026-09-03 17:15:02.740947,TRK#11,active,85,critical,UNKNOWN,0,0.0215,PASSED,1,Webcam Global Zone,SmartAlert CONFIRMED: ByteTrack TRK#11 (person) passed all validation gates. Con,0,,,,,,,,NO_EVIDENCE,NO_EVIDENCE,
